Date,FLTempCMax,FLTempCMin,FLTempCMean,FLGageHeightMax,FLGageHeightMin,FLGageHeightMean
12/18/2012,11.6,11.1,11.3,250.49,250.38,250.43
12/19/2012,11.6,11,11.2,250.45,250.36,250.39
12/20/2012,11.1,10.9,11,250.39,250.26,250.35
12/21/2012,11.1,10.5,10.8,250.57,250.35,250.48
12/22/2012,10.7,10.1,10.4,250.52,250.35,250.43
12/23/2012,10.7,10,10.2,250.4,250.35,250.37
12/24/2012,10.1,9.9,10,250.4,250.33,250.36
12/25/2012,11,9.9,10,250.39,250.3,250.36
12/26/2012,10.2,9.8,9.9,250.79,250.3,250.51
12/27/2012,9.9,9.5,9.7,251.06,250.78,250.93
12/28/2012,9.7,9.4,9.5,251.08,250.95,251.04
12/29/2012,9.6,9.3,9.4,251.3,251.06,251.17
12/30/2012,9.4,9,9.2,251.32,251.2,251.25
12/31/2012,9.2,8.9,9,251.29,251.23,251.26
01/01/2013,8.9,8.9,8.9,251.35,251.27,251.3
01/02/2013,8.9,8.7,8.8,251.42,251.32,251.38
01/03/2013,8.9,8.6,8.7,251.48,251.41,251.44
01/04/2013,9.2,8.4,8.7,251.59,251.46,251.51
01/05/2013,9.3,8.4,8.5,251.56,251.46,251.52
01/06/2013,8.8,8.3,8.5,251.55,251.51,251.54
01/07/2013,8.7,8.2,8.3,251.57,251.53,251.55
01/08/2013,8.8,8.2,8.3,251.57,251.54,251.55
01/09/2013,9.7,8.2,8.8,251.57,251.53,251.56
01/10/2013,9.4,8.4,9,251.57,251.54,251.55
01/11/2013,9.3,8.5,9,251.6,251.53,251.57
01/12/2013,10.5,9.1,9.5,251.59,251.55,251.57
01/13/2013,11.6,9.3,10.1,251.6,251.56,251.57
01/14/2013,11.7,8.6,9.8,251.64,251.55,251.58
01/15/2013,11.7,8.9,9.3,251.66,251.57,251.61
01/16/2013,9.6,9.2,9.4,251.74,251.64,251.69
01/17/2013,9.6,9,9.3,252.29,251.73,251.93
01/18/2013,9.2,8.7,8.9,253.6,252.29,253.03
01/19/2013,9.6,8.5,8.9,253.83,253.6,253.76
01/20/2013,9.3,8.5,8.8,253.78,253.61,253.72
01/21/2013,9.2,8.5,8.8,253.61,253.38,253.51
01/22/2013,8.6,8.1,8.4,253.38,253.07,253.24
01/23/2013,8.4,7.9,8.1,253.07,252.71,252.91
01/24/2013,7.9,7.4,7.7,252.72,252.4,252.59
01/25/2013,7.6,7.1,7.3,252.4,252.23,252.28
01/26/2013,7.4,6.9,7.1,252.27,252.17,252.21
01/27/2013,7.7,6.7,6.9,252.18,252.09,252.13
01/28/2013,7.4,6.8,7,252.09,252.01,252.05
01/29/2013,8.6,7,7.7,252.03,251.93,251.98
01/30/2013,8,7.5,7.7,251.93,251.77,251.86
01/31/2013,8.2,7.9,8,252.1,251.89,252.03
02/01/2013,8.1,7.7,7.9,252.27,251.98,252.07
02/02/2013,8,7.5,7.7,252.04,251.97,252
02/03/2013,8,7.6,7.8,252.04,251.93,251.98
02/04/2013,8.6,7.5,7.9,251.99,251.87,251.91
02/05/2013,8.2,7.6,7.8,251.9,251.86,251.88
02/06/2013,9,7.5,8.1,251.91,251.85,251.88
02/07/2013,8.2,7.8,7.9,251.93,251.85,251.87
02/08/2013,8.6,7.7,8,252.52,251.93,252.21
02/09/2013,8.5,7.6,8,252.64,252.43,252.58
02/10/2013,8.1,7.5,7.7,252.63,252.56,252.6
02/11/2013,8.2,7.5,7.9,252.58,252.53,252.55
02/12/2013,8.9,7.7,8.2,252.54,252.39,252.47
02/13/2013,8.8,8.2,8.4,252.39,252.31,252.34
02/14/2013,,,,252.33,252.12,252.2
02/15/2013,,,,252.13,252.04,252.07
02/16/2013,,,,252.17,252.05,252.11
02/17/2013,,,,252.32,252.16,252.22
02/18/2013,,,,252.24,252.18,252.21
02/19/2013,,,,252.31,252.2,252.25
02/20/2013,,,,252.34,252.22,252.29
02/21/2013,,,,252.22,252.04,252.15
02/22/2013,,,,252.05,251.96,252
02/23/2013,,,,252.18,251.97,252.07
02/24/2013,,,,252.32,252.18,252.26
02/25/2013,,,,252.34,252.29,252.31
02/26/2013,,,,252.6,252.24,252.34
02/27/2013,,,,252.93,252.6,252.8
02/28/2013,,,,253.01,252.91,252.95
03/01/2013,,,,252.92,252.79,252.86
03/02/2013,,,,252.79,252.62,252.71
03/03/2013,,,,252.62,252.42,252.53
03/04/2013,,,,252.42,252.23,252.32
03/05/2013,,,,252.23,252.07,252.16
03/06/2013,,,,252.33,252.03,252.17
03/07/2013,,,,252.09,251.96,252.03
03/08/2013,,,,252.02,251.89,251.95
03/09/2013,,,,251.96,251.91,251.94
03/10/2013,,,,251.96,251.92,251.94
03/11/2013,,,,251.96,251.9,251.93
03/12/2013,,,,252.17,251.9,252.03
03/13/2013,,,,252.32,252.15,252.23
03/14/2013,,,,252.31,252.13,252.22
03/15/2013,,,,252.19,252.07,252.11
03/16/2013,,,,252.08,252.01,252.05
03/17/2013,,,,252.02,251.92,251.98
03/18/2013,,,,251.95,251.87,251.9
03/19/2013,,,,251.97,251.82,251.9
03/20/2013,,,,251.97,251.86,251.89
03/21/2013,,,,252.03,251.89,251.94
03/22/2013,,,,251.94,251.87,251.9
03/23/2013,12.3,10.5,11.1,251.9,251.86,251.88
03/24/2013,11,10,10.4,252.04,251.86,251.91
03/25/2013,10,9.7,9.9,252.26,251.98,252.11
03/26/2013,10.2,9.5,9.8,252.24,252.15,252.19
03/27/2013,10.7,9.4,9.9,252.27,252.12,252.2
03/28/2013,11.5,9.5,10.2,252.2,252.08,252.14
03/29/2013,12.7,9.9,11,252.11,252.01,252.05
03/30/2013,15.3,10.9,12.2,252.05,251.99,252.02
03/31/2013,12.7,10.7,11.7,252.05,251.96,252.01
04/01/2013,15.3,11.6,13.3,252.16,252.03,252.09
04/02/2013,14.6,12.9,13.7,252.19,252.05,252.11
04/03/2013,15.3,13.2,14,252.1,252,252.06
04/04/2013,14.2,12.8,13.3,252.06,251.95,252
04/05/2013,14.6,12.3,13.1,252.28,252.03,252.16
04/06/2013,14,12.5,13.3,252.35,252.28,252.33
04/07/2013,15.1,12.9,13.8,252.35,252.27,252.31
04/08/2013,15.7,13,14.4,252.28,252.17,252.24
04/09/2013,19.3,14.5,16.2,252.18,252.09,252.14
04/10/2013,19.4,16.3,17.5,252.09,252.03,252.07
04/11/2013,19.4,17.7,18.3,252.04,251.92,252.01
04/12/2013,19.5,17.1,18.1,252.08,251.88,251.99
04/13/2013,21.5,18.3,19.6,252.14,252.05,252.1
04/14/2013,21.9,19.2,20.2,252.14,252.07,252.1
04/15/2013,20.3,19.3,19.7,252.12,252.04,252.07
04/16/2013,24,19.5,20.3,252.04,251.98,252.02
04/17/2013,23.2,19.8,21.3,251.98,251.91,251.96
04/18/2013,21.8,20.8,21.3,251.92,251.8,251.87
04/19/2013,21,17.9,19.9,251.95,251.76,251.83
04/20/2013,20.4,18.3,19.3,252.03,251.85,251.99
04/21/2013,19.8,19.1,19.4,252.08,252.02,252.06
04/22/2013,19.1,18.4,18.6,252.13,252.05,252.09
04/23/2013,19.8,17.9,18.6,252.09,252,252.05
04/24/2013,19.9,18.1,19,252.02,251.97,251.99
04/25/2013,21.4,18.8,19.8,252.02,251.91,251.96
04/26/2013,22.4,19.6,20.7,251.94,251.86,251.9
04/27/2013,22.3,20,20.9,251.87,251.83,251.85
04/28/2013,20.9,19.3,19.7,251.84,251.78,251.8
04/29/2013,20.9,18.9,19.6,252.13,251.81,252.01
04/30/2013,20.3,19.3,19.6,252.18,252.12,252.15
05/01/2013,19.4,18.8,19,252.16,252.07,252.12
05/02/2013,18.8,18.6,18.7,252.09,252,252.05
05/03/2013,18.8,18.3,18.5,252.03,251.92,251.99
05/04/2013,18.5,18.1,18.2,251.96,251.84,251.91
05/05/2013,18.2,17.6,17.8,251.87,251.77,251.82
05/06/2013,18.8,17.5,17.6,252.61,251.75,251.97
05/07/2013,19.8,17.6,18.4,253.72,252.61,253.31
05/08/2013,19.7,18,18.8,253.78,253.67,253.74
05/09/2013,24.2,18.5,20.6,253.67,253.38,253.54
05/10/2013,23,19.9,21.7,253.38,253.05,253.23
05/11/2013,22,20.1,20.9,253.05,252.71,252.87
05/12/2013,23.1,21.2,22,252.71,252.31,252.53
05/13/2013,22.2,21.1,21.6,252.31,252,252.14
05/14/2013,23.7,20.7,22,252.01,251.8,251.89
05/15/2013,24.2,20.7,22.1,251.8,251.71,251.75
05/16/2013,24.3,22.1,23.3,251.73,251.65,251.7
05/17/2013,28.4,23.4,25.3,251.67,251.59,251.64
05/18/2013,26,23.6,24.5,251.67,251.57,251.6
05/19/2013,24.7,23.7,24.2,252.01,251.62,251.75
05/20/2013,24.4,22.8,23.7,252.71,252.01,252.38
05/21/2013,26.3,23.2,24.2,252.88,252.7,252.82
05/22/2013,26.6,22.3,24.6,252.84,252.68,252.77
05/23/2013,26.7,24.3,25.4,252.68,252.49,252.6
05/24/2013,26,24.1,25.1,252.59,252.29,252.48
05/25/2013,25,23.4,24.2,252.37,252.07,252.21
05/26/2013,25.1,23.2,24.1,252.08,251.84,251.95
05/27/2013,26.1,23.3,24.4,251.85,251.74,251.79
05/28/2013,25.7,23.4,24.3,251.75,251.69,251.72
05/29/2013,26.8,23.5,24.8,251.7,251.67,251.68
05/30/2013,28.6,24.4,26.1,251.68,251.63,251.66
05/31/2013,28.9,25.7,27.1,251.65,251.6,251.62
06/01/2013,29.1,26.4,27.4,251.62,251.55,251.59
06/02/2013,27.5,26,26.7,251.58,251.5,251.54
06/03/2013,27.9,25.8,26.7,251.6,251.52,251.56
06/04/2013,27.2,26.6,26.9,251.62,251.55,251.59
06/05/2013,27.3,26.4,26.7,251.59,251.52,251.56
06/06/2013,26.4,25.5,25.9,251.58,251.51,251.53
06/07/2013,25.5,24.6,24.9,253.5,251.56,252.16
06/08/2013,27.4,24.5,25.7,255.06,253.5,254.53
06/09/2013,28.2,25.6,26.7,255.09,255.03,255.07
06/10/2013,26.6,25.5,25.9,255.2,254.98,255.06
06/11/2013,28.1,25.1,26.3,255.36,255.2,255.28
06/12/2013,29.4,26.3,27.5,255.3,255.15,255.23
06/13/2013,30.3,27.5,28.4,255.16,254.91,255.06
06/14/2013,28.2,27.7,27.9,254.97,254.58,254.79
06/15/2013,29.3,27.2,28,254.58,254.16,254.4
06/16/2013,28.4,27.3,27.8,254.16,253.73,253.96
06/17/2013,28.7,27.3,27.9,253.73,253.26,253.51
06/18/2013,28,27.3,27.6,253.26,252.91,253.08
06/19/2013,27.7,27,27.4,252.99,252.62,252.8
06/20/2013,28,26.7,27.2,252.62,252.24,252.42
06/21/2013,28.2,26.6,27.2,252.24,252.01,252.11
06/22/2013,27.6,27,27.2,252.04,251.93,251.99
06/23/2013,30.2,26.9,27.9,251.97,251.87,251.93
06/24/2013,29.6,27.3,28.2,251.92,251.85,251.88
06/25/2013,29,27.3,28.1,251.88,251.79,251.84
06/26/2013,31,27.5,28.7,251.92,251.76,251.82
06/27/2013,30.4,28,28.8,251.89,251.77,251.82
06/28/2013,31.5,28.2,29.4,251.88,251.78,251.81
06/29/2013,31,28.9,29.6,252.06,251.86,252
06/30/2013,29.5,28.4,28.9,252.77,252.06,252.35
07/01/2013,28.9,27.5,28.2,253.92,252.77,253.33
07/02/2013,27.9,26.7,27.2,254.36,253.92,254.19
07/03/2013,28.6,26.7,27.2,254.6,254.35,254.47
07/04/2013,29.7,26.8,27.8,254.77,254.6,254.72
07/05/2013,30.3,27.4,28.6,254.73,254.52,254.65
07/06/2013,30.2,27.9,29,254.52,254.2,254.38
07/07/2013,30,28.6,29.3,254.2,253.8,253.99
07/08/2013,31.4,29.3,29.8,253.82,253.58,253.66
07/09/2013,31.1,29.3,29.9,253.77,253.63,253.71
07/10/2013,30.7,29,29.7,253.65,253.4,253.53
07/11/2013,29.8,28.9,29.3,253.45,253.33,253.37
07/12/2013,29.1,28.4,28.8,253.71,253.39,253.6
07/13/2013,28.5,28.1,28.3,253.68,253.51,253.59
07/14/2013,29.3,27.9,28.4,253.52,253.24,253.39
07/15/2013,30.6,28.2,29.1,253.25,252.83,253.06
07/16/2013,34.1,29,30.5,252.83,252.31,252.58
07/17/2013,33.1,29.7,31.6,252.31,252,252.13
07/18/2013,,,,252.01,251.86,251.94
07/19/2013,,,,251.86,251.73,251.79
07/20/2013,31.2,29.6,30.3,251.75,251.7,251.72
07/21/2013,31.2,29.3,29.9,251.71,251.65,251.68
07/22/2013,31.9,29.2,30.2,251.7,251.63,251.66
07/23/2013,32.4,29.5,30.7,251.66,251.61,251.63
07/24/2013,33.7,30.4,31.8,251.63,251.55,251.6
07/25/2013,32.1,29.9,30.4,251.62,251.56,251.6
07/26/2013,32.4,29.3,30.4,251.63,251.58,251.6
07/27/2013,31.1,29.4,30,251.64,251.54,251.58
07/28/2013,31.4,29,29.8,251.62,251.54,251.58
07/29/2013,31.5,29.2,30,251.62,251.56,251.59
07/30/2013,32,29.5,30.7,251.58,251.54,251.57
07/31/2013,30.8,29.4,30,251.55,251.49,251.53
08/01/2013,30.4,28.8,29.4,251.57,251.49,251.54
08/02/2013,33.3,28.6,30.3,251.6,251.52,251.56
08/03/2013,31.2,29.6,30.2,251.78,251.6,251.64
08/04/2013,30.1,29.2,29.6,251.81,251.71,251.75
08/05/2013,30.3,28.9,29.5,251.79,251.75,251.77
08/06/2013,29.6,28.5,29,251.8,251.74,251.78
08/07/2013,30.2,28.3,29,251.79,251.75,251.76
08/08/2013,31.3,28.3,29.6,251.77,251.73,251.75
08/09/2013,30.6,28.7,29.6,251.75,251.71,251.72
08/10/2013,32,29.2,30.1,251.77,251.64,251.7
08/11/2013,33.7,29.7,31.2,251.8,251.67,251.74
08/12/2013,34,30.6,32,251.81,251.75,251.79
08/13/2013,32.2,31,31.5,252.02,251.79,251.94
08/14/2013,31,29.7,30.3,252.02,251.97,252
08/15/2013,29.7,28.8,29.1,251.99,251.94,251.97
08/16/2013,28.9,27.8,28.3,251.94,251.88,251.91
08/17/2013,27.8,27.1,27.4,251.88,251.83,251.86
08/18/2013,28.5,26.9,27.5,251.87,251.79,251.83
08/19/2013,27.5,26.9,27.2,251.84,251.77,251.81
08/20/2013,28.7,26.7,27.2,251.82,251.79,251.81
08/21/2013,28.7,27,27.5,251.89,251.76,251.8
08/22/2013,31.2,27,28.6,251.99,251.83,251.92
08/23/2013,30.9,28.5,29.5,252.06,251.99,252.02
08/24/2013,28.8,27.7,28.1,252.03,251.94,251.98
08/25/2013,28.1,27.5,27.7,251.95,251.88,251.92
08/26/2013,31.1,26.9,28.5,251.88,251.82,251.86
08/27/2013,31,27.3,28.8,251.84,251.79,251.82
08/28/2013,29.1,28.1,28.6,251.8,251.77,251.79
08/29/2013,28.8,27.4,28,251.79,251.73,251.77
08/30/2013,32.1,27.6,29.2,251.75,251.69,251.72
08/31/2013,30.3,27.7,28.7,251.71,251.65,251.69
09/01/2013,29.4,27.8,28.4,251.88,251.61,251.69
09/02/2013,30.6,27.6,28.8,251.94,251.83,251.9
09/03/2013,30.9,28.4,29.4,251.98,251.88,251.92
09/04/2013,31.3,28.5,29.6,251.95,251.89,251.91
09/05/2013,31.2,28.7,29.9,251.91,251.86,251.89
09/06/2013,29.5,28.5,29,251.87,251.82,251.85
09/07/2013,30.5,28.1,29.1,251.82,251.77,251.8
09/08/2013,31.2,27.9,29.2,251.79,251.74,251.77
09/09/2013,29.8,28.2,28.8,251.75,251.7,251.73
09/10/2013,31.7,28,29.5,251.71,251.66,251.69
09/11/2013,30,28.2,29.1,251.68,251.61,251.65
09/12/2013,30.4,27.9,28.9,251.63,251.58,251.61
09/13/2013,29.5,28.1,28.7,251.61,251.53,251.59
09/14/2013,28.5,27.6,28,251.58,251.48,251.53
09/15/2013,29.5,27,27.8,251.5,251.43,251.47
09/16/2013,29.2,26.8,27.6,251.46,251.4,251.44
09/17/2013,27.3,26.5,26.8,251.43,251.35,251.39
09/18/2013,26.9,25.9,26.4,251.36,251.31,251.33
09/19/2013,27.4,25.6,26.2,251.31,251.27,251.29
09/20/2013,25.9,25.4,25.6,251.28,251.22,251.25
09/21/2013,25.6,25.1,25.3,251.31,251.19,251.22
09/22/2013,25.4,24.9,25.1,251.36,251.22,251.3
09/23/2013,25.9,24.7,25.2,251.3,251.24,251.26
09/24/2013,27.1,24.5,25.4,251.24,251.19,251.22
09/25/2013,26,24.3,24.9,251.2,251.16,251.18
09/26/2013,25,24.2,24.5,251.18,251.12,251.15
09/27/2013,24.6,24.1,24.3,251.13,251.07,251.1
09/28/2013,24.3,23.8,24,251.09,251.03,251.06
09/29/2013,24.4,23.5,23.9,251.04,250.98,251.02
09/30/2013,26,23.4,24.3,251,250.95,250.98
10/01/2013,27.4,23.4,25,250.95,250.91,250.93
10/02/2013,27.9,23.5,25.3,250.92,250.88,250.9
10/03/2013,28,24.1,25.5,250.88,250.83,250.86
10/04/2013,27.5,23.6,25.3,250.84,250.8,250.82
10/05/2013,28.2,24.2,25.6,250.8,250.76,250.78
10/06/2013,25.7,24.2,24.7,250.76,250.7,250.73
10/07/2013,24.3,23.5,23.9,250.89,250.67,250.76
10/08/2013,23.5,22.5,22.9,250.92,250.79,250.85
10/09/2013,22.5,21.9,22.2,250.88,250.82,250.85
10/10/2013,21.9,21.3,21.6,250.87,250.81,250.84
10/11/2013,21.3,21.2,21.2,250.83,250.76,250.8
10/12/2013,21.3,21,21.2,250.79,250.76,250.78
10/13/2013,21.1,20.9,21,250.78,250.74,250.76
10/14/2013,21,20.7,20.9,250.75,250.71,250.74
10/15/2013,21.4,20.5,20.8,250.74,250.68,250.71
10/16/2013,21.6,20.8,21.1,250.7,250.66,250.68
10/17/2013,22,20.7,21.3,250.66,250.62,250.65
10/18/2013,21.4,20.6,21,250.67,250.58,250.62
10/19/2013,21.1,20.7,20.8,250.6,250.56,250.58
10/20/2013,21.5,20.3,20.7,250.59,250.52,250.56
10/21/2013,22.3,20.1,20.8,250.54,250.49,250.51
10/22/2013,20.4,19.8,20,250.5,250.45,250.47
10/23/2013,20.6,19.6,20,250.55,250.43,250.48
10/24/2013,20,19.2,19.5,250.46,250.37,250.41
10/25/2013,19.3,18.8,19,250.41,250.32,250.37
10/26/2013,19,18.3,18.6,250.36,250.3,250.32
10/27/2013,19.3,18.1,18.5,250.32,250.26,250.3
10/28/2013,20.2,18,18.7,250.29,250.26,250.27
10/29/2013,21.3,17.9,19.2,250.27,250.24,250.25
10/30/2013,19,17.9,18.4,250.24,250.21,250.22
10/31/2013,18.8,17.8,18.1,250.22,250.16,250.19
11/01/2013,18.4,17.9,18.1,250.29,250.12,250.19
11/02/2013,19.3,17.9,18.4,250.31,250.24,250.28
11/03/2013,18.4,17.7,18,250.31,250.22,250.26
11/04/2013,17.8,17.3,17.6,250.24,250.19,250.22
11/05/2013,17.3,17,17.1,250.23,250.16,250.2
11/06/2013,18.9,16.8,17.4,250.19,250.14,250.17
11/07/2013,17.8,16.7,17.4,250.23,250.13,250.17
11/08/2013,17,16.4,16.7,250.18,250.08,250.13
11/09/2013,16.8,16.1,16.3,250.12,250.06,250.09
11/10/2013,16.5,15.8,16.1,250.15,250.02,250.08
11/11/2013,17.3,15.7,16.2,250.08,250.01,250.04
11/12/2013,15.7,15.1,15.5,250.12,249.97,250.04
11/13/2013,15.1,14.5,14.8,250.06,249.94,250.01
11/14/2013,14.7,14.1,14.4,249.98,249.94,249.96
11/15/2013,14.6,13.9,14.2,249.96,249.92,249.94
11/16/2013,16.3,14.1,14.6,249.97,249.92,249.93
11/17/2013,16.2,14.5,15,249.92,249.88,249.91
11/18/2013,17.2,14.3,15.8,250.01,249.87,249.92
11/19/2013,15.5,14.2,14.6,249.98,249.86,249.89
11/20/2013,14.2,13.8,14,249.87,249.83,249.85
11/21/2013,14.8,13.6,14,249.86,249.8,249.84
11/22/2013,15,13.8,14.4,249.84,249.78,249.81
11/23/2013,14.7,13.7,14.2,249.84,249.76,249.81
11/24/2013,13.7,12.9,13.3,249.9,249.71,249.8
11/25/2013,13.1,12.4,12.7,249.74,249.69,249.72
11/26/2013,12.5,12.2,12.3,249.88,249.67,249.71
11/27/2013,12.4,11.8,12.1,250.08,249.78,249.96
11/28/2013,12.1,11.4,11.7,250.04,249.95,249.99
11/29/2013,11.5,11.1,11.3,250.02,249.98,249.99
11/30/2013,11.2,10.8,11,250.02,249.97,250
12/01/2013,12.1,10.6,11.2,249.99,249.97,249.98
12/02/2013,12,10.7,11,250,249.95,249.98
12/03/2013,11,10.5,10.8,249.97,249.95,249.96
12/04/2013,12.9,10.7,11.4,249.96,249.93,249.95
12/05/2013,12.3,10.7,11.4,249.95,249.93,249.94
12/06/2013,12.2,10.9,11.4,249.95,249.9,249.93
12/07/2013,12,11,11.4,250.04,249.92,249.96
12/08/2013,11,10.5,10.8,249.96,249.92,249.94
12/09/2013,10.5,10.4,10.4,249.98,249.91,249.95
12/10/2013,10.4,10.2,10.3,250.1,249.95,250.03
12/11/2013,11.2,10,10.4,250.12,250.04,250.09
12/12/2013,10.1,9.8,9.9,250.19,250.11,250.14
12/13/2013,10.2,9.5,9.7,250.15,250.11,250.13
12/14/2013,9.6,9.3,9.4,250.31,250.09,250.17
12/15/2013,10,9.3,9.6,250.45,250.27,250.37
12/16/2013,10.5,9.2,9.6,250.54,250.42,250.49
12/17/2013,10.2,9,9.4,250.69,250.53,250.57
12/18/2013,9.5,8.9,9.2,250.68,250.54,250.62
12/19/2013,9.5,8.9,9.1,250.64,250.59,250.61
12/20/2013,9.9,8.8,9.2,250.64,250.61,250.63
12/21/2013,10.4,9.1,9.4,250.66,250.59,250.63
12/22/2013,10.8,9.2,10,250.72,250.6,250.64
12/23/2013,12.3,9.9,11.3,251.35,250.69,250.96
12/24/2013,11.7,10.4,10.9,251.83,251.35,251.63
12/25/2013,10.6,9.8,10.2,251.93,251.78,251.86
12/26/2013,10.5,9.8,10,252.02,251.92,251.97
12/27/2013,10.8,9.4,9.9,252.04,251.98,252.02
12/28/2013,10.2,9.4,9.6,252.08,252.04,252.06
12/29/2013,9.7,9.3,9.5,253.2,252.07,252.5
12/30/2013,10,9.2,9.5,253.95,253.2,253.71
12/31/2013,9.5,9.1,9.3,254,253.88,253.95
01/01/2014,9.4,9,9.1,253.88,253.7,253.8
01/02/2014,9.1,8.9,9,253.7,253.48,253.58
01/03/2014,8.9,8.2,8.5,253.6,253.11,253.35
01/04/2014,8.3,8,8.1,253.11,252.71,252.91
01/05/2014,9.5,7.9,8.1,252.71,252.25,252.5
01/06/2014,8.3,7.7,8.1,252.27,252.1,252.17
01/07/2014,7.7,7.2,7.5,252.15,252.02,252.08
01/08/2014,8.2,6.9,7.2,252.03,251.9,251.96
01/09/2014,7.7,6.7,7,251.91,251.85,251.88
01/10/2014,7.2,6.9,7,251.98,251.87,251.92
01/11/2014,7.5,6.9,7.2,252.58,251.95,252.17
01/12/2014,7.7,7.3,7.5,253.8,252.58,253.29
01/13/2014,8,7.2,7.5,253.95,253.8,253.9
01/14/2014,8.1,7.5,7.7,254.01,253.92,253.95
01/15/2014,8.2,7.4,7.6,253.94,253.84,253.91
01/16/2014,7.8,7.3,7.5,253.85,253.61,253.74
01/17/2014,7.6,7.1,7.2,253.62,253.38,253.5
01/18/2014,7.2,6.8,7,253.4,253.06,253.25
01/19/2014,7.2,6.7,6.9,253.06,252.74,252.92
01/20/2014,7.2,6.7,6.9,252.74,252.42,252.59
01/21/2014,7.9,6.6,7,252.42,252.14,252.27
01/22/2014,6.7,6.3,6.5,252.18,251.88,252.01
01/23/2014,6.8,6.1,6.4,251.92,251.82,251.86
01/24/2014,,,,251.91,251.79,251.85
01/25/2014,,,,251.86,251.78,251.82
01/26/2014,,,,251.85,251.8,251.82
01/27/2014,,,,251.96,251.8,251.84
01/28/2014,,,,251.9,251.82,251.85
01/29/2014,,,,251.88,251.84,251.86
01/30/2014,,,,251.88,251.84,251.86
01/31/2014,,,,251.87,251.84,251.86
02/01/2014,,,,251.89,251.83,251.86
02/02/2014,,,,251.9,251.85,251.88
02/03/2014,,,,252.01,251.84,251.9
02/04/2014,,,,251.98,251.87,251.92
02/05/2014,,,,252.14,251.94,252.01
02/06/2014,,,,252.12,252.04,252.08
02/07/2014,,,,252.15,252.06,252.12
02/08/2014,7,5.8,6.4,252.18,252.14,252.16
02/09/2014,6.7,5.7,6.2,252.21,252.15,252.18
02/10/2014,6.4,5.7,6,252.25,252.19,252.21
02/11/2014,5.8,5.5,5.7,252.21,252.14,252.18
02/12/2014,5.5,4.7,5.1,252.21,252.12,252.15
02/13/2014,4.9,4.7,4.8,252.26,252.18,252.23
02/14/2014,5.4,4.5,4.9,252.35,252.22,252.28
02/15/2014,5.3,5,5.1,252.74,252.34,252.55
02/16/2014,5.6,4.8,5.2,253.2,252.73,253
02/17/2014,5.7,4.9,5.1,253.36,253.19,253.28
02/18/2014,6.9,5.1,5.9,253.42,253.28,253.37
02/19/2014,6.7,5.7,6.1,253.28,253.1,253.2
02/20/2014,7.9,6,6.4,253.1,252.82,252.97
02/21/2014,7.3,6.4,6.8,252.83,252.66,252.75
02/22/2014,12.3,6.7,8,252.79,252.76,252.78
02/23/2014,9.1,7.6,8.1,252.77,252.64,252.71
02/24/2014,8.7,7.6,8,252.65,252.39,252.53
02/25/2014,8.6,7.6,7.9,252.39,252.06,252.23
02/26/2014,8,7.4,7.6,252.06,251.89,251.95
02/27/2014,8.2,7.2,7.7,251.91,251.8,251.87
02/28/2014,8,7.3,7.6,251.84,251.77,251.81
03/01/2014,9.7,7.6,8.4,251.83,251.8,251.82
03/02/2014,11,8,8.8,251.84,251.79,251.81
03/03/2014,9.1,7.6,8.2,251.94,251.78,251.85
03/04/2014,7.8,7.3,7.6,251.93,251.87,251.9
03/05/2014,8,7.4,7.6,251.98,251.92,251.94
03/06/2014,7.5,7.2,7.4,252.06,251.96,251.99
03/07/2014,7.2,6.9,7,253.3,252.05,252.53
03/08/2014,,,,254.94,253.3,254.22
03/09/2014,,,,255.45,254.94,255.24
03/10/2014,,,,255.58,255.45,255.53
03/11/2014,,,,255.49,255.19,255.35
03/12/2014,,,,255.19,254.89,255.03
03/13/2014,,,,254.9,254.41,254.66
03/14/2014,,,,254.41,253.91,254.16
03/15/2014,,,,253.92,253.45,253.71
03/16/2014,,,,253.45,252.94,253.17
03/17/2014,,,,252.95,252.58,252.74
03/18/2014,,,,252.58,252.46,252.52
03/19/2014,,,,252.48,252.35,252.41
03/20/2014,,,,252.35,252.21,252.27
03/21/2014,,,,252.21,252.09,252.14
03/22/2014,11,9.5,10.3,252.13,252.03,252.09
03/23/2014,10.6,10,10.4,252.09,251.97,252.03
03/24/2014,12.7,9.8,10.5,252.01,251.94,251.97
03/25/2014,11,9.8,10.3,252.07,251.93,251.99
03/26/2014,10.4,9.3,9.8,252.12,251.97,252.04
03/27/2014,11.4,9.3,9.9,252.02,251.98,252
03/28/2014,11.2,9.4,10.1,252.05,251.96,252
03/29/2014,11.6,9.8,10.7,252.21,252.02,252.09
03/30/2014,11.7,9.9,10.4,252.52,252.15,252.4
03/31/2014,12.8,9.7,10.8,252.52,252.39,252.45
04/01/2014,14.6,10.3,12.2,252.42,252.29,252.36
04/02/2014,17.4,10.7,13.7,252.3,252.17,252.24
04/03/2014,17.4,13.9,15.2,252.17,252.02,252.1
04/04/2014,16.7,13.4,15.1,252.03,251.92,251.98
04/05/2014,17.2,13.9,15.3,252.06,251.95,251.98
04/06/2014,15.7,14.8,15.1,251.98,251.9,251.93
04/07/2014,14.8,14.1,14.4,252.68,251.91,252.15
04/08/2014,15.1,13.7,14.4,253.68,252.68,253.35
04/09/2014,16.7,14.2,15.1,253.71,253.61,253.67
04/10/2014,17.4,15.1,15.9,253.62,253.32,253.5
