Date,FLTempCMax,FLTempCMin,FLTempCMean,FLGageHeightMax,FLGageHeightMin,FLGageHeightMean
04/11/2014,16.5,15.4,15.9,253.32,252.95,253.15
04/12/2014,19.2,15.6,16.6,252.95,252.56,252.76
04/13/2014,18.2,16.3,17,252.56,252.15,252.37
04/14/2014,17.6,16.1,16.8,252.15,251.94,252.03
04/15/2014,17.3,16.3,16.8,252.35,251.93,252.08
04/16/2014,17,16,16.4,252.46,252.31,252.4
04/17/2014,17.3,16,16.4,252.5,252.39,252.46
04/18/2014,16.8,15.8,16.2,252.4,252.3,252.35
04/19/2014,16.5,15.8,16.1,252.39,252.29,252.33
04/20/2014,16.1,15.6,15.9,252.42,252.36,252.39
04/21/2014,18.3,15.7,16.5,252.38,252.27,252.33
04/22/2014,20.1,17.1,18.3,252.28,252.11,252.2
04/23/2014,19.2,18.3,18.7,252.12,251.89,252.02
04/24/2014,22.1,17.7,18.9,251.92,251.82,251.85
04/25/2014,18.8,17.5,18.1,252.12,251.78,251.88
04/26/2014,21.8,17.5,19.2,252.41,252.08,252.27
04/27/2014,23.6,19,20.1,252.53,252.41,252.48
04/28/2014,20,18.7,19.2,252.56,252.47,252.52
04/29/2014,18.8,18.2,18.5,252.51,252.44,252.47
04/30/2014,20,18.8,19.2,252.63,252.43,252.5
05/01/2014,20.5,19.2,19.6,252.8,252.63,252.75
05/02/2014,20.7,19,19.7,252.79,252.66,252.74
05/03/2014,22,19.1,20.6,252.67,252.46,252.58
05/04/2014,22.4,20.5,21.4,252.47,252.25,252.37
05/05/2014,21.7,20.9,21.2,252.25,252.06,252.14
05/06/2014,25.2,20.9,22.3,252.1,252,252.05
05/07/2014,24.2,21.4,22.5,252,251.91,251.95
05/08/2014,25,22.1,23.2,251.91,251.84,251.88
05/09/2014,25.1,22.6,23.8,251.85,251.77,251.83
05/10/2014,25.5,23.7,24.3,251.87,251.7,251.78
05/11/2014,28.2,23.9,25.3,251.78,251.73,251.76
05/12/2014,30.1,25.2,26.9,251.74,251.69,251.72
05/13/2014,30.2,25.6,27.5,251.7,251.65,251.68
05/14/2014,28.5,24.9,26.9,251.66,251.56,251.63
05/15/2014,25.3,22.5,24.1,252.46,251.53,251.71
05/16/2014,24.8,22.4,23.4,256.08,252.46,254.43
05/17/2014,24.4,23,23.7,256.58,256.08,256.47
05/18/2014,23.7,23,23.3,256.58,256.47,256.54
05/19/2014,25.3,22.7,23.6,256.47,256.23,256.37
05/20/2014,24.5,22.6,23.5,256.23,255.92,256.09
05/21/2014,26.2,23.1,24.4,255.92,255.63,255.78
05/22/2014,27.7,24.6,25.9,255.63,255.3,255.47
05/23/2014,27.2,25.3,26.2,255.3,254.97,255.14
05/24/2014,26.6,24.8,25.6,254.97,254.6,254.79
05/25/2014,28.1,25.3,26.4,254.6,254.24,254.43
05/26/2014,27.5,25.4,26.3,254.24,253.88,254.07
05/27/2014,28.6,25.6,26.8,253.88,253.56,253.71
05/28/2014,30.3,26.6,28.3,253.56,253.19,253.37
05/29/2014,28.6,26.3,27.1,253.2,252.88,253.02
05/30/2014,26.4,25.7,26.1,252.88,252.72,252.79
05/31/2014,27.3,25.3,26.1,252.73,252.62,252.68
06/01/2014,27.1,25.5,26.1,252.62,252.52,252.57
06/02/2014,30.2,25.4,26.8,252.52,252.4,252.47
06/03/2014,28.8,25.5,27,252.41,252.27,252.35
06/04/2014,31,26.8,28.3,252.36,252.15,252.25
06/05/2014,29.8,27.3,28.4,252.21,252.07,252.16
06/06/2014,29.1,27.6,28.3,252.1,251.97,252.03
06/07/2014,29.8,27.8,28.6,251.98,251.87,251.94
06/08/2014,29.3,27.3,28.2,251.88,251.75,251.82
06/09/2014,30,26.4,28.1,251.8,251.74,251.76
06/10/2014,33.1,27.8,30.2,251.78,251.7,251.75
06/11/2014,32.2,28.9,30.3,251.82,251.65,251.74
06/12/2014,30.7,28.7,29.3,251.8,251.74,251.77
06/13/2014,30.5,28,29,251.92,251.74,251.78
06/14/2014,30.4,28.2,29,251.87,251.78,251.83
06/15/2014,31.4,28.4,29.6,251.83,251.77,251.8
06/16/2014,33.5,28.9,30.6,251.82,251.74,251.77
06/17/2014,33.3,30,31.2,251.78,251.72,251.75
06/18/2014,33.5,29.5,31.3,251.74,251.68,251.72
06/19/2014,33.8,30.6,31.9,251.77,251.66,251.69
06/20/2014,34.1,31,32,251.76,251.64,251.69
06/21/2014,33.2,30.4,31.5,251.76,251.66,251.7
06/22/2014,31.1,29.8,30.3,251.72,251.64,251.68
06/23/2014,30.7,29.3,29.9,251.68,251.6,251.64
06/24/2014,30.2,29.3,29.7,251.62,251.56,251.59
06/25/2014,31.7,29,30.1,251.58,251.52,251.56
06/26/2014,32.8,29.3,30.7,251.57,251.52,251.55
06/27/2014,31.4,30.2,30.7,251.59,251.47,251.54
06/28/2014,30.3,29.4,29.8,251.56,251.49,251.53
06/29/2014,30.5,28.8,29.5,251.53,251.48,251.5
06/30/2014,32.4,29,30.1,251.49,251.44,251.47
07/01/2014,30.8,28.8,29.7,251.45,251.4,251.42
07/02/2014,31.7,29.1,30.1,251.41,251.34,251.38
07/03/2014,30.3,28.9,29.5,251.44,251.3,251.36
07/04/2014,30.3,28.4,29.2,251.45,251.31,251.37
07/05/2014,31.2,28.5,29.4,251.34,251.26,251.29
07/06/2014,30.9,28.3,29.3,251.26,251.2,251.24
07/07/2014,30.3,28.2,29.1,251.22,251.15,251.2
07/08/2014,30.5,28.6,29.3,251.19,251.1,251.15
07/09/2014,30.6,28.9,29.5,251.14,251.04,251.1
07/10/2014,30.1,29,29.4,251.15,251,251.06
07/11/2014,31.9,28.9,29.6,251.06,251,251.03
07/12/2014,30.6,28.8,29.5,251.02,250.95,250.99
07/13/2014,31.8,28.9,29.9,250.98,250.9,250.94
07/14/2014,31.4,29,30,250.93,250.84,250.9
07/15/2014,30.7,29.1,29.6,251.38,250.84,250.98
07/16/2014,29.3,28.7,28.9,251.47,251.37,251.43
07/17/2014,31.7,28.3,29.7,251.47,251.43,251.45
07/18/2014,29.8,28.8,29.3,251.44,251.39,251.42
07/19/2014,29.4,28.5,28.9,251.42,251.36,251.39
07/20/2014,29,28.1,28.4,251.41,251.33,251.36
07/21/2014,28.5,27.9,28.2,251.42,251.32,251.36
07/22/2014,29.1,27.6,28.2,251.44,251.39,251.41
07/23/2014,31.8,27.9,29.3,251.44,251.39,251.41
07/24/2014,31.6,28.7,29.5,251.53,251.38,251.42
07/25/2014,29.7,28.4,29,251.58,251.5,251.55
07/26/2014,31.7,28.5,29.6,251.57,251.53,251.55
07/27/2014,30,28.7,29.2,251.64,251.51,251.56
07/28/2014,30.3,28.1,29.1,251.64,251.54,251.59
07/29/2014,30.6,28.3,29.2,251.58,251.5,251.53
07/30/2014,29.5,28.3,28.8,251.55,251.45,251.49
07/31/2014,28.9,28.2,28.5,251.48,251.43,251.45
08/01/2014,28.3,27.2,27.8,251.6,251.41,251.47
08/02/2014,27.2,26.4,26.7,251.76,251.6,251.69
08/03/2014,27.5,26.2,26.4,251.83,251.74,251.78
08/04/2014,28.6,26.1,27,251.8,251.78,251.79
08/05/2014,30.4,27,28.3,251.8,251.76,251.78
08/06/2014,31.1,28.3,29.4,251.79,251.72,251.76
08/07/2014,30.6,28.8,29.6,251.75,251.7,251.72
08/08/2014,29.9,28.9,29.3,251.71,251.66,251.69
08/09/2014,28.9,26.8,27.8,251.71,251.64,251.67
08/10/2014,26.8,26.2,26.5,251.84,251.71,251.8
08/11/2014,27,26,26.4,251.85,251.8,251.83
08/12/2014,29.5,26.4,27.3,252.01,251.82,251.87
08/13/2014,28.4,26.5,27.3,252.33,251.98,252.24
08/14/2014,30.4,26.8,28.2,252.3,252.23,252.26
08/15/2014,29.9,27.1,28.3,252.23,252.12,252.19
08/16/2014,29.8,27.7,28.6,252.13,252,252.08
08/17/2014,30.6,28.1,29.1,252.01,251.88,251.95
08/18/2014,30.3,28.8,29.2,251.92,251.81,251.85
08/19/2014,30.6,28.3,29.1,251.9,251.85,251.87
08/20/2014,32.7,28.7,29.9,251.91,251.81,251.84
08/21/2014,31.6,28.8,30.1,251.87,251.83,251.85
08/22/2014,31.6,29.8,30.6,251.84,251.78,251.82
08/23/2014,30.7,29.8,30.3,251.81,251.76,251.78
08/24/2014,29.9,28.1,28.9,251.78,251.72,251.75
08/25/2014,28.1,27.4,27.6,251.75,251.68,251.71
08/26/2014,27.9,26.9,27.4,251.69,251.64,251.66
08/27/2014,28.7,27,27.6,251.65,251.59,251.63
08/28/2014,31.7,27.4,29.2,251.61,251.56,251.58
08/29/2014,30.2,28.2,28.9,251.57,251.51,251.54
08/30/2014,30.6,28,28.9,251.52,251.47,251.49
08/31/2014,30.1,27.8,28.7,251.47,251.42,251.45
09/01/2014,31,28.2,29.4,251.46,251.39,251.42
09/02/2014,32.3,28.9,30.1,251.4,251.32,251.38
09/03/2014,33.3,28.8,30.3,251.42,251.25,251.33
09/04/2014,30.2,29.2,29.6,251.48,251.31,251.36
09/05/2014,31.6,28.9,29.8,251.5,251.42,251.48
09/06/2014,30.5,28.9,29.6,251.47,251.42,251.45
09/07/2014,29.5,28.3,28.9,251.44,251.39,251.42
09/08/2014,28.3,27.2,27.7,251.53,251.38,251.44
09/09/2014,27.2,26.6,26.8,251.58,251.53,251.56
09/10/2014,30.2,26.3,27.7,251.56,251.51,251.54
09/11/2014,28.2,26.5,27.3,251.56,251.5,251.52
09/12/2014,27.3,26.9,27,251.56,251.46,251.5
09/13/2014,27,26.5,26.8,251.53,251.4,251.47
09/14/2014,26.6,25.6,26,251.49,251.39,251.42
09/15/2014,26.6,25.4,25.7,251.41,251.35,251.38
09/16/2014,27.9,25.2,26.2,251.38,251.33,251.35
09/17/2014,26.6,25.7,26,251.35,251.29,251.32
09/18/2014,28.1,25.5,26.2,251.31,251.24,251.28
09/19/2014,26.5,25.4,25.7,251.28,251.2,251.23
09/20/2014,25.9,25.1,25.5,251.22,251.17,251.2
09/21/2014,27.3,25,25.9,251.2,251.12,251.16
09/22/2014,26.1,25.4,25.7,251.19,251.07,251.13
09/23/2014,25.6,24.4,25,251.11,251.03,251.07
09/24/2014,24.4,23.5,23.9,251.72,251.02,251.24
09/25/2014,23.5,23.1,23.3,251.93,251.72,251.88
09/26/2014,23.8,22.9,23.1,251.94,251.91,251.92
09/27/2014,24,22.8,23.3,251.93,251.9,251.91
09/28/2014,24.8,22.8,23.6,251.91,251.88,251.89
09/29/2014,24.2,23.4,23.6,251.9,251.83,251.87
09/30/2014,24.5,22.9,23.4,251.88,251.84,251.86
10/01/2014,26.5,22.8,24.3,251.85,251.81,251.83
10/02/2014,27.6,23.2,25,251.82,251.78,251.81
10/03/2014,,,,251.78,251.73,251.76
10/04/2014,23.7,22.6,23.1,251.82,251.72,251.77
10/05/2014,23.6,22.1,22.7,251.77,251.66,251.7
10/06/2014,22.9,21.7,22,251.67,251.6,251.64
10/07/2014,23,21.4,21.9,251.63,251.56,251.6
10/08/2014,24.3,21.4,22.4,251.6,251.55,251.58
10/09/2014,25.7,21.8,23.2,251.57,251.51,251.54
10/10/2014,23.7,21.7,22.6,251.64,251.48,251.51
10/11/2014,24.4,21.8,22.6,251.62,251.46,251.55
10/12/2014,22.5,21.7,22,251.57,251.52,251.54
10/13/2014,23.6,21.5,22.1,251.57,251.5,251.52
10/14/2014,22.7,21.5,21.9,251.56,251.46,251.5
10/15/2014,22,21.3,21.6,251.93,251.5,251.74
10/16/2014,22.1,21,21.4,252.02,251.93,251.98
10/17/2014,22.6,20.8,21.5,252.04,252.01,252.02
10/18/2014,22.1,21.1,21.5,252.1,252.01,252.04
10/19/2014,21.7,20.7,21.1,252.08,251.97,252.02
10/20/2014,21.8,20.5,20.9,251.99,251.94,251.96
10/21/2014,22.6,20.3,21.1,252.02,251.92,251.95
10/22/2014,20.9,19.9,20.2,252,251.88,251.95
10/23/2014,20.6,19.6,20,251.92,251.85,251.89
10/24/2014,22.1,19.5,20.4,251.89,251.82,251.84
10/25/2014,22,19.2,20.1,251.83,251.78,251.8
10/26/2014,20.5,19.3,19.8,251.89,251.74,251.79
10/27/2014,22.1,19,19.9,251.76,251.71,251.73
10/28/2014,20.9,18.9,19.4,251.72,251.68,251.7
10/29/2014,20.3,18.9,19.5,251.74,251.64,251.68
10/30/2014,20.3,19,19.5,251.73,251.64,251.67
10/31/2014,19.9,18.7,19,251.67,251.61,251.64
11/01/2014,18.8,18.1,18.4,251.75,251.6,251.66
11/02/2014,18.1,17.5,17.8,251.75,251.57,251.66
11/03/2014,18.1,17.2,17.5,251.61,251.55,251.58
11/04/2014,17.4,16.9,17.1,251.56,251.52,251.54
11/05/2014,17.3,16.7,17,251.55,251.49,251.52
11/06/2014,17.2,16.7,16.9,251.62,251.48,251.51
11/07/2014,17.1,16.4,16.6,251.63,251.5,251.55
11/08/2014,16.9,16.2,16.4,251.53,251.5,251.51
11/09/2014,16.3,15.9,16.1,251.54,251.49,251.5
11/10/2014,16.6,15.8,16,251.51,251.46,251.49
11/11/2014,16.8,15.7,16,251.52,251.45,251.48
11/12/2014,18.8,16.1,17.3,251.49,251.45,251.47
11/13/2014,17.7,15.7,16.2,251.47,251.43,251.45
11/14/2014,15.7,15,15.4,251.5,251.4,251.45
11/15/2014,15.2,14.5,14.9,251.43,251.36,251.39
11/16/2014,14.6,14.2,14.4,251.38,251.34,251.36
11/17/2014,14.5,14.1,14.3,251.53,251.32,251.38
11/18/2014,14.1,13.4,13.7,251.5,251.35,251.42
11/19/2014,13.4,12.9,13.2,251.4,251.34,251.36
11/20/2014,13.1,12.6,12.8,251.41,251.31,251.35
11/21/2014,12.7,12.2,12.5,251.4,251.31,251.34
11/22/2014,12.7,12,12.2,251.33,251.3,251.31
11/23/2014,12.5,11.9,12.1,251.32,251.26,251.3
11/24/2014,12.7,11.9,12.3,251.4,251.26,251.37
11/25/2014,13,12.5,12.7,251.43,251.37,251.4
11/26/2014,12.5,11.9,12.2,252.01,251.4,251.76
11/27/2014,11.9,11.6,11.8,252.34,252.01,252.19
11/28/2014,11.9,11.3,11.6,252.42,252.29,252.37
11/29/2014,11.7,11.1,11.3,252.47,252.4,252.43
11/30/2014,11.6,11,11.2,252.52,252.46,252.49
12/01/2014,12.9,11,11.7,252.53,252.48,252.51
12/02/2014,11.7,11.2,11.4,252.49,252.39,252.45
12/03/2014,11.8,11.2,11.4,252.43,252.33,252.37
12/04/2014,11.4,11.1,11.3,252.34,252.15,252.26
12/05/2014,11.7,11,11.3,252.15,251.97,252.05
12/06/2014,11.4,11.1,11.2,252,251.92,251.96
12/07/2014,11.5,10.8,11,252.03,251.84,251.91
12/08/2014,10.9,10.5,10.7,251.87,251.79,251.83
12/09/2014,10.5,10.3,10.4,251.89,251.79,251.84
12/10/2014,10.6,10.1,10.3,252.05,251.88,251.97
12/11/2014,10.2,9.9,10.1,252.11,252,252.05
12/12/2014,10.2,9.7,9.9,252.13,252.05,252.08
12/13/2014,10.7,9.6,10,252.13,252.07,252.1
12/14/2014,10.6,9.6,10,252.11,252.08,252.1
12/15/2014,10.1,9.5,9.8,252.11,252.07,252.09
12/16/2014,9.8,9.4,9.5,252.11,252.03,252.07
12/17/2014,10.4,9.3,9.7,252.1,252.04,252.07
12/18/2014,10.1,9.3,9.6,252.05,251.99,252.03
12/19/2014,9.9,9.2,9.4,252,251.94,251.98
12/20/2014,9.3,9.1,9.2,251.95,251.91,251.93
12/21/2014,9.7,9,9.2,251.91,251.85,251.88
12/22/2014,9.1,8.8,9,251.91,251.85,251.88
12/23/2014,8.9,8.7,8.8,251.95,251.84,251.88
12/24/2014,9.4,8.8,8.9,253.19,251.91,252.41
12/25/2014,9.7,9.1,9.3,253.92,253.19,253.67
12/26/2014,10.3,9,9.6,254.07,253.92,254
12/27/2014,9.9,8.9,9.4,254.14,254.07,254.1
12/28/2014,9.8,9,9.4,254.17,254.12,254.14
12/29/2014,9.9,9.3,9.5,254.39,254.15,254.26
12/30/2014,9.3,8.7,9.1,254.47,254.35,254.4
12/31/2014,9.5,8.5,8.9,254.35,254.04,254.22
01/01/2015,9,8.6,8.8,254.04,253.65,253.85
01/02/2015,9.6,8.7,8.9,253.66,253.38,253.51
01/03/2015,9,8.7,8.8,253.38,253.16,253.27
01/04/2015,9.8,8.6,9.2,253.16,252.94,253.06
01/05/2015,9.5,8.9,9.1,253.02,252.71,252.85
01/06/2015,9,8.7,8.8,252.71,252.43,252.58
01/07/2015,8.7,8.1,8.5,252.43,252.16,252.33
01/08/2015,8.1,7.5,7.8,252.16,251.88,251.99
01/09/2015,7.6,7.1,7.5,251.92,251.86,251.89
01/10/2015,7.6,7,7.2,251.91,251.87,251.88
01/11/2015,7.6,6.8,7,251.89,251.86,251.87
01/12/2015,7.3,6.9,7.1,252.43,251.87,252.09
01/13/2015,7,6.7,6.8,252.92,252.43,252.7
01/14/2015,6.7,6.5,6.6,253.1,252.92,253.04
01/15/2015,6.8,6.4,6.5,253.13,253.08,253.11
01/16/2015,7.2,6.3,6.6,253.1,252.85,253.02
01/17/2015,6.7,6.3,6.5,252.85,252.5,252.67
01/18/2015,7,6.5,6.7,252.51,252.3,252.41
01/19/2015,7.2,6.5,6.8,252.3,252,252.16
01/20/2015,8,6.6,7.2,252,251.86,251.9
01/21/2015,7.3,6.6,6.9,251.9,251.85,251.88
01/22/2015,7.9,6.7,7.1,251.88,251.83,251.86
01/23/2015,7.1,6.7,6.9,251.93,251.81,251.83
01/24/2015,7,6.7,6.8,252.26,251.92,252.09
01/25/2015,7.9,6.5,7,252.49,252.25,252.4
01/26/2015,7.4,6.7,7,252.58,252.48,252.55
01/27/2015,7,6.6,6.8,252.58,252.4,252.48
01/28/2015,6.9,6.4,6.5,252.43,252.22,252.32
01/29/2015,6.7,6.2,6.4,252.22,252,252.12
01/30/2015,6.5,6.1,6.3,252.06,251.92,252
01/31/2015,6.9,5.9,6.3,251.95,251.86,251.9
02/01/2015,6.7,6.1,6.3,251.87,251.77,251.84
02/02/2015,6.7,6.2,6.4,252.1,251.78,251.89
02/03/2015,7.6,6,6.5,251.89,251.81,251.84
02/04/2015,6.9,6.1,6.4,251.83,251.76,251.81
02/05/2015,6.6,6.1,6.3,251.98,251.8,251.87
02/06/2015,7.3,5.9,6.4,251.85,251.8,251.83
02/07/2015,7.1,6,6.3,251.85,251.82,251.83
02/08/2015,7.3,6.1,6.4,251.88,251.8,251.83
02/09/2015,8.5,6.4,7.2,251.91,251.82,251.85
02/10/2015,7,6.5,6.7,252.16,251.89,252.02
02/11/2015,7.7,6.3,6.8,252.31,252.16,252.23
02/12/2015,7.9,6.4,6.8,252.21,252.04,252.12
02/13/2015,6.6,6.2,6.4,252.11,251.92,251.99
02/14/2015,6.5,6,6.3,252.22,251.9,251.94
02/15/2015,6.1,5.6,5.8,252.14,251.82,251.94
02/16/2015,5.7,5.3,5.5,251.83,251.71,251.77
02/17/2015,5.6,5,5.2,251.81,251.71,251.75
02/18/2015,5.7,4.9,5.2,251.82,251.66,251.71
02/19/2015,5,4.4,4.8,251.84,251.69,251.75
02/20/2015,4.8,4.2,4.5,251.76,251.64,251.68
02/21/2015,4.5,4.2,4.3,251.67,251.62,251.64
02/22/2015,5.1,4.3,4.6,251.67,251.62,251.65
02/23/2015,5.1,4.6,4.8,251.76,251.66,251.72
02/24/2015,4.6,4.2,4.5,251.86,251.75,251.81
02/25/2015,5.2,4,4.5,251.91,251.83,251.87
02/26/2015,4.4,3.8,4.2,252.02,251.9,251.96
02/27/2015,5.2,3.9,4.5,252,251.93,251.97
02/28/2015,4.6,4.3,4.4,251.96,251.89,251.92
03/01/2015,4.5,4.3,4.4,252.08,251.87,251.93
03/02/2015,5.8,4.3,4.7,252.48,252.08,252.28
03/03/2015,4.9,4.4,4.7,252.74,252.48,252.65
03/04/2015,5.5,4.7,5,252.73,252.56,252.66
03/05/2015,5.9,5.2,5.4,252.85,252.47,252.59
03/06/2015,5.8,4.9,5.3,253.41,252.85,253.2
03/07/2015,6.4,5,5.6,253.41,253.24,253.36
03/08/2015,7.1,5.4,6.1,253.24,252.96,253.11
03/09/2015,7.7,5.9,6.8,252.96,252.59,252.77
03/10/2015,7.8,6.3,7,252.59,252.18,252.37
03/11/2015,11.5,7.2,9,252.18,251.96,252.06
03/12/2015,11.1,8.1,9.6,252.01,251.84,251.92
03/13/2015,9.8,8.8,9.4,251.84,251.76,251.8
03/14/2015,10.2,9.4,9.7,251.81,251.74,251.77
03/15/2015,11.6,9.4,10.2,251.84,251.74,251.79
03/16/2015,11.7,10.1,10.7,251.78,251.72,251.76
03/17/2015,13.9,10.1,11.7,251.84,251.68,251.75
03/18/2015,15.4,10.6,12.5,251.78,251.64,251.68
03/19/2015,13.3,11.1,12.1,251.71,251.65,251.67
03/20/2015,12,11.1,11.6,251.93,251.68,251.81
03/21/2015,15.1,11.2,12.4,252.13,251.93,252.03
03/22/2015,13.1,11.9,12.7,252.21,252.13,252.18
03/23/2015,12.8,11,11.8,252.28,252.21,252.24
03/24/2015,16.2,11.5,12.4,252.24,252.09,252.17
03/25/2015,14.7,11.1,12.4,252.1,252.01,252.06
03/26/2015,15.5,12.8,14.1,252.02,251.91,251.96
03/27/2015,13.7,12.7,13.1,252.01,251.87,251.93
03/28/2015,13.5,12.5,12.9,252,251.89,251.94
03/29/2015,14.9,12.1,13.1,251.92,251.81,251.87
03/30/2015,13.4,12,12.6,251.85,251.78,251.8
03/31/2015,14.3,12,12.9,251.83,251.76,251.8
04/01/2015,14.8,12.3,13.4,251.82,251.74,251.78
04/02/2015,14.8,13.4,13.9,251.76,251.71,251.74
04/03/2015,14.8,13.5,14,251.81,251.71,251.76
04/04/2015,14.9,13.8,14.3,251.99,251.74,251.84
04/05/2015,16.5,14.1,14.9,251.81,251.77,251.79
04/06/2015,16.2,14.6,15.2,251.82,251.78,251.79
04/07/2015,17.4,14.7,16,251.84,251.77,251.82
04/08/2015,20,16.2,17.2,251.88,251.82,251.85
04/09/2015,18.5,16.7,17.6,251.95,251.83,251.88
04/10/2015,19,16.8,18,252.01,251.91,251.97
04/11/2015,20.2,17.2,18.6,252,251.92,251.97
04/12/2015,19.5,18.3,19,251.94,251.85,251.89
04/13/2015,20.3,18.4,18.9,251.87,251.78,251.83
04/14/2015,21.3,18.7,19.9,251.91,251.77,251.8
04/15/2015,20.3,18.8,19.2,251.86,251.77,251.82
04/16/2015,18.8,18.3,18.5,251.88,251.81,251.85
04/17/2015,21.5,18.4,19.2,251.9,251.86,251.88
04/18/2015,21.5,19.6,20.7,251.92,251.87,251.9
04/19/2015,21.4,19.1,20.4,251.96,251.83,251.91
04/20/2015,21.2,19.3,20.2,252.44,251.95,252.21
04/21/2015,21.6,19.5,20.4,252.89,252.42,252.77
04/22/2015,20.7,19.9,20.3,252.89,252.73,252.84
04/23/2015,21.1,19.8,20.4,252.74,252.4,252.59
04/24/2015,21.1,19.4,20.1,252.43,252.14,252.26
04/25/2015,20.1,19.2,19.5,252.15,252.05,252.09
04/26/2015,19.2,18.4,18.7,252.07,251.94,252
04/27/2015,20.1,18.2,19,251.99,251.88,251.95
04/28/2015,21.6,18.5,19.4,251.94,251.87,251.9
04/29/2015,21.6,19.1,20,251.87,251.83,251.86
04/30/2015,20.1,18.9,19.4,251.91,251.77,251.84
05/01/2015,19.7,18.5,19,252.13,251.88,252.01
05/02/2015,19.9,18.2,18.9,252.23,252.13,252.19
05/03/2015,22.2,18.7,20.3,252.27,252.22,252.24
05/04/2015,22.7,19.7,20.8,252.26,252.18,252.24
05/05/2015,22.2,19.2,20.7,252.21,252.11,252.16
05/06/2015,23.1,20.3,21.1,252.11,252.02,252.07
05/07/2015,22.8,21.5,22.2,252.02,251.96,251.99
05/08/2015,23,21.9,22.5,251.96,251.9,251.94
05/09/2015,23.8,22.3,22.9,251.92,251.84,251.9
05/10/2015,23.2,22.7,22.9,251.9,251.83,251.87
05/11/2015,26.2,22.6,23.9,251.93,251.83,251.89
05/12/2015,26.2,23.6,24.7,251.87,251.82,251.85
05/13/2015,26.7,24.3,25.3,251.88,251.78,251.83
05/14/2015,25.9,24.1,24.9,251.82,251.75,251.78
05/15/2015,25.6,24.1,24.7,251.77,251.71,251.74
05/16/2015,26.4,23.5,24.6,251.74,251.69,251.72
05/17/2015,27.1,23.8,25.1,251.71,251.66,251.69
05/18/2015,29.3,25.1,26.9,251.69,251.65,251.67
05/19/2015,29.4,26.6,27.8,251.67,251.61,251.65
05/20/2015,29.7,27.3,28.2,251.66,251.59,251.63
05/21/2015,28.3,24.8,26.6,251.69,251.51,251.6
05/22/2015,26.5,24.4,25.2,251.66,251.57,251.61
05/23/2015,26.4,24.4,25.3,251.6,251.54,251.57
05/24/2015,27.1,24.5,25.5,251.57,251.5,251.54
05/25/2015,26.8,24.4,25.4,251.54,251.46,251.5
05/26/2015,27.7,24.6,25.7,251.5,251.41,251.46
05/27/2015,27.7,24.5,25.7,251.47,251.42,251.45
05/28/2015,29.3,25.7,27,251.48,251.43,251.45
05/29/2015,29.3,26.1,27,251.44,251.38,251.42
05/30/2015,29.5,26.1,27.1,251.42,251.35,251.39
05/31/2015,28.9,26,27.1,251.38,251.31,251.35
06/01/2015,29.1,26.2,27.3,251.36,251.27,251.31
06/02/2015,29.1,26.9,27.5,251.33,251.25,251.29
06/03/2015,27.3,25.6,26.3,251.43,251.26,251.32
06/04/2015,25.6,24.6,25.1,251.51,251.43,251.48
06/05/2015,25.4,24.3,24.7,251.54,251.49,251.51
06/06/2015,26.4,24.4,25.3,251.54,251.49,251.51
06/07/2015,27.4,25.1,25.9,251.49,251.44,251.47
06/08/2015,27.3,25.3,26.1,251.48,251.4,251.44
06/09/2015,28.5,25.3,26.6,251.49,251.39,251.45
06/10/2015,29.4,26.4,27.6,251.46,251.42,251.44
06/11/2015,30,26.9,28.2,251.44,251.39,251.42
06/12/2015,29,26.7,28,251.42,251.35,251.39
06/13/2015,31.1,27.8,29.2,251.41,251.35,251.38
06/14/2015,31.2,29.1,30,251.38,251.31,251.34
06/15/2015,32.8,29.8,31,251.33,251.25,251.3
06/16/2015,,,,251.3,251.22,251.26
06/17/2015,,,,251.26,251.14,251.21
06/18/2015,35,31.8,33,251.28,251.08,251.17
06/19/2015,33.7,31.2,32.2,251.46,251.22,251.35
06/20/2015,33.4,31.3,32.1,251.47,251.37,251.42
06/21/2015,32.9,30.9,31.8,251.46,251.36,251.41
06/22/2015,34.4,31.4,32.6,251.4,251.31,251.36
06/23/2015,34.2,32.1,33,251.35,251.27,251.31
06/24/2015,34.4,31.7,32.7,251.3,251.21,251.28
06/25/2015,34,32.2,32.8,251.27,251.14,251.22
06/26/2015,33.4,31.5,32.3,251.25,251.15,251.2
06/27/2015,32.3,31,31.6,251.39,251.17,251.31
06/28/2015,31.1,30,30.5,251.41,251.34,251.38
06/29/2015,31.4,29.6,30.3,251.35,251.3,251.33
06/30/2015,32,29.7,30.6,251.36,251.22,251.29
07/01/2015,,,,251.32,251.22,251.28
07/02/2015,,,,251.31,251.22,251.27
07/03/2015,29.9,29.3,29.6,251.32,251.21,251.26
07/04/2015,30,29,29.4,251.34,251.26,251.3
07/05/2015,31.4,29,29.8,251.37,251.23,251.28
07/06/2015,30.9,28.9,29.7,251.33,251.27,251.31
07/07/2015,32,29.4,30.5,251.34,251.26,251.29
07/08/2015,31.1,29.6,30.3,251.28,251.24,251.26
07/09/2015,32.4,29.8,31,251.24,251.2,251.23
07/10/2015,32.9,30.6,31.7,251.22,251.16,251.2
07/11/2015,32.8,31.3,31.8,251.22,251.11,251.17
07/12/2015,31.8,30.8,31.3,251.15,251.04,251.1
07/13/2015,33.2,30.7,31.3,251.11,250.97,251.03
07/14/2015,31.1,30.2,30.6,251.11,250.98,251.02
